Toxicant,strain1,strain2,Relative.Potency.Estimate,SE,t.value,p.value,Fraction.Comparison,p...0.05
Triphenyl phosphate,CB4855,CB4856,0.519312168,0.051068108,-9.412681515,<< 0.00001,10-Oct,T
Triphenyl phosphate,CB4855,ECA36,0.455437617,0.044999751,-12.10145327,<< 0.00001,10-Oct,T
Triphenyl phosphate,CB4855,ECA396,0.678713124,0.069506218,-4.622419202,0.000004,10-Oct,T
Triphenyl phosphate,CB4855,MY16,1.416184625,0.164221823,2.534283307,0.011324,10-Oct,T
Triphenyl phosphate,CB4855,N2,0.39835933,0.036010694,-16.70727765,<< 0.00001,10-Oct,T
Triphenyl phosphate,CB4855,RC301,0.70648059,0.076796889,-3.822022112,0.000135,10-Oct,T
Triphenyl phosphate,CB4855,XZ1516,0.411379121,0.040419869,-14.56266173,<< 0.00001,10-Oct,T
Triphenyl phosphate,CB4856,ECA36,0.877001629,0.081036164,-1.517820757,0.129176,10-Oct,F
Triphenyl phosphate,CB4856,ECA396,1.306946314,0.1258464,2.439055183,0.01479,10-Oct,T
Triphenyl phosphate,CB4856,MY16,2.727039174,0.302251218,5.713919653,<< 0.00001,10-Oct,T
Triphenyl phosphate,CB4856,N2,0.767090307,0.063955055,-3.641771458,0.000276,10-Oct,T
Triphenyl phosphate,CB4856,RC301,1.360416016,0.140281225,2.569239156,0.010245,10-Oct,T
Triphenyl phosphate,CB4856,XZ1516,0.79216153,0.072831269,-2.853698343,0.004354,10-Oct,T
Triphenyl phosphate,ECA36,ECA396,1.490243885,0.143815159,3.40884709,0.000662,10-Oct,T
Triphenyl phosphate,ECA36,MY16,3.109502976,0.345740292,6.101409142,<< 0.00001,10-Oct,T
Triphenyl phosphate,ECA36,N2,0.874673754,0.073111042,-1.714190387,0.086608,10-Oct,F
Triphenyl phosphate,ECA36,RC301,1.551212645,0.160423519,3.435983996,0.000599,10-Oct,T
Triphenyl phosphate,ECA36,XZ1516,0.903261184,0.083287773,-1.161500817,0.245541,10-Oct,F
Triphenyl phosphate,ECA396,MY16,2.086573216,0.236061863,4.602917232,0.000004,10-Oct,T
Triphenyl phosphate,ECA396,N2,0.586933295,0.051814625,-7.972009907,<< 0.00001,10-Oct,T
Triphenyl phosphate,ECA396,RC301,1.040911935,0.111198708,0.367917354,0.712964,10-Oct,F
Triphenyl phosphate,ECA396,XZ1516,0.60611635,0.058555182,-6.726708639,<< 0.00001,10-Oct,T
Triphenyl phosphate,MY16,N2,0.281290535,0.029257321,-24.56511534,<< 0.00001,10-Oct,T
Triphenyl phosphate,MY16,RC301,0.498861927,0.05991039,-8.364794105,<< 0.00001,10-Oct,T
Triphenyl phosphate,MY16,XZ1516,0.290484103,0.032252653,-21.99868342,<< 0.00001,10-Oct,T
Triphenyl phosphate,N2,RC301,1.773475697,0.16927461,4.569354471,0.000005,10-Oct,T
Triphenyl phosphate,N2,XZ1516,1.032683535,0.08579278,0.380959034,0.703264,10-Oct,F
Triphenyl phosphate,RC301,XZ1516,0.582293593,0.059980473,-6.964039916,<< 0.00001,10-Oct,T
Arsenic trioxide,CB4855,CB4856,1.321548009,0.127835039,2.515335482,0.011959,10-Oct,T
Arsenic trioxide,CB4855,ECA36,0.741703845,0.057715382,-4.475343435,0.000008,10-Oct,T
Arsenic trioxide,CB4855,ECA396,1.066297277,0.094447802,0.701946218,0.482783,10-Oct,F
Arsenic trioxide,CB4855,MY16,2.358262344,0.315695605,4.302442998,0.000018,10-Oct,T
Arsenic trioxide,CB4855,N2,0.85996463,0.071366863,-1.962190349,0.04986,10-Oct,T
Arsenic trioxide,CB4855,RC301,0.894720854,0.07301856,-1.441813505,0.14949,10-Oct,F
Arsenic trioxide,CB4855,XZ1516,0.848228163,0.069791548,-2.174644947,0.029757,10-Oct,T
Arsenic trioxide,CB4856,ECA36,0.561238669,0.049949966,-8.784016643,<< 0.00001,10-Oct,T
Arsenic trioxide,CB4856,ECA396,0.806854741,0.078761126,-2.452291738,0.014268,10-Oct,T
Arsenic trioxide,CB4856,MY16,1.784469673,0.249110611,3.149081733,0.001659,10-Oct,T
Arsenic trioxide,CB4856,N2,0.650725228,0.060220572,-5.799924506,<< 0.00001,10-Oct,T
Arsenic trioxide,CB4856,RC301,0.677024859,0.062404394,-5.175519225,<< 0.00001,10-Oct,T
Arsenic trioxide,CB4856,XZ1516,0.64184438,0.059440147,-6.025483402,<< 0.00001,10-Oct,T
Arsenic trioxide,ECA36,ECA396,1.437632128,0.113618273,3.851775932,0.00012,10-Oct,T
Arsenic trioxide,ECA36,MY16,3.179520182,0.411275337,5.299418621,<< 0.00001,10-Oct,T
Arsenic trioxide,ECA36,N2,1.15944475,0.083667745,1.905689595,0.056814,10-Oct,F
Arsenic trioxide,ECA36,RC301,1.206304727,0.086394623,2.387934812,0.017023,10-Oct,T
Arsenic trioxide,ECA36,XZ1516,1.143621094,0.082510015,1.740650443,0.081877,10-Oct,F
Arsenic trioxide,ECA396,MY16,2.211636844,0.298768276,4.05544009,0.000052,10-Oct,T
Arsenic trioxide,ECA396,N2,0.806496132,0.066261162,-2.920321081,0.00353,10-Oct,T
Arsenic trioxide,ECA396,RC301,0.839091381,0.069589565,-2.312252111,0.020851,10-Oct,T
Arsenic trioxide,ECA396,XZ1516,0.795489382,0.066148789,-3.09167592,0.002014,10-Oct,T
Arsenic trioxide,MY16,N2,0.36466029,0.048132207,-13.19988737,<< 0.00001,10-Oct,T
Arsenic trioxide,MY16,RC301,0.379398355,0.049755018,-12.47314685,<< 0.00001,10-Oct,T
Arsenic trioxide,MY16,XZ1516,0.359683546,0.047333238,-13.52783962,<< 0.00001,10-Oct,T
Arsenic trioxide,N2,RC301,1.040415877,0.079692978,0.507144771,0.612101,10-Oct,F
Arsenic trioxide,N2,XZ1516,0.986352384,0.075648783,-0.18040761,0.856848,10-Oct,F
Arsenic trioxide,RC301,XZ1516,0.948036651,0.072480745,-0.716926256,0.473492,10-Oct,F
Atrazine,CB4855,CB4856,1.444436556,0.090572136,4.90698991,0.000001,10-Oct,T
Atrazine,CB4855,ECA36,1.239737462,0.073434283,3.264653123,0.001108,10-Oct,T
Atrazine,CB4855,ECA396,1.681372522,0.103270465,6.597941851,<< 0.00001,10-Oct,T
Atrazine,CB4855,MY16,1.512113915,0.093569068,5.473111219,<< 0.00001,10-Oct,T
Atrazine,CB4855,N2,0.93083649,0.053802974,-1.285496052,0.198716,10-Oct,F
Atrazine,CB4855,RC301,1.340150441,0.082289442,4.133585465,0.000037,10-Oct,T
Atrazine,CB4855,XZ1516,1.083432589,0.066437729,1.25580134,0.209283,10-Oct,F
Atrazine,CB4856,ECA36,0.858284468,0.053250154,-2.661316865,0.007824,10-Oct,T
Atrazine,CB4856,ECA396,1.164033487,0.07458821,2.199187891,0.027939,10-Oct,T
Atrazine,CB4856,MY16,1.046853812,0.067518805,0.69393722,0.487774,10-Oct,F
Atrazine,CB4856,N2,0.644428781,0.039147902,-9.082765624,<< 0.00001,10-Oct,T
Atrazine,CB4856,RC301,0.927801526,0.059442249,-1.214598626,0.224613,10-Oct,F
Atrazine,CB4856,XZ1516,0.750072812,0.04803085,-5.203472054,<< 0.00001,10-Oct,T
Atrazine,ECA36,ECA396,1.35623273,0.082434776,4.321388923,0.000016,10-Oct,T
Atrazine,ECA36,MY16,1.219704947,0.074694441,2.941382843,0.003292,10-Oct,T
Atrazine,ECA36,N2,0.750833558,0.04285554,-5.814101088,<< 0.00001,10-Oct,T
Atrazine,ECA36,RC301,1.080995358,0.06561196,1.234460279,0.217126,10-Oct,F
Atrazine,ECA36,XZ1516,0.87392099,0.052990581,-2.379272082,0.017408,10-Oct,T
Atrazine,ECA396,MY16,0.899333072,0.056876202,-1.769930567,0.076838,10-Oct,F
Atrazine,ECA396,N2,0.553617047,0.032911448,-13.56315153,<< 0.00001,10-Oct,T
Atrazine,ECA396,RC301,0.797057418,0.050108045,-4.050099792,0.000052,10-Oct,T
Atrazine,ECA396,XZ1516,0.644373912,0.040472802,-8.786791959,<< 0.00001,10-Oct,T
Atrazine,MY16,N2,0.61558622,0.03689268,-10.41978458,<< 0.00001,10-Oct,T
Atrazine,MY16,RC301,0.886276112,0.056099426,-2.027184513,0.04273,10-Oct,T
Atrazine,MY16,XZ1516,0.716501964,0.045320158,-6.255451197,<< 0.00001,10-Oct,T
Atrazine,N2,RC301,1.439727016,0.085438871,5.146685673,<< 0.00001,10-Oct,T
Atrazine,N2,XZ1516,1.163934377,0.068963391,2.377121769,0.017509,10-Oct,T
Atrazine,RC301,XZ1516,0.80844102,0.050720982,-3.776720672,0.000162,10-Oct,T
Carbaryl,CB4855,CB4856,1.010131114,0.051779128,0.195660191,0.84489,10-Oct,F
Carbaryl,CB4855,ECA36,0.955899956,0.047913104,-0.920417174,0.357435,10-Oct,F
Carbaryl,CB4855,ECA396,1.884932599,0.129995191,6.807425669,<< 0.00001,10-Oct,T
Carbaryl,CB4855,MY16,1.687719014,0.110318286,6.233953028,<< 0.00001,10-Oct,T
Carbaryl,CB4855,N2,0.975933911,0.049390096,-0.487265482,0.626109,10-Oct,F
Carbaryl,CB4855,RC301,1.332770913,0.080690424,4.124044659,0.000038,10-Oct,T
Carbaryl,CB4855,XZ1516,1.36628273,0.082138137,4.459350333,0.000009,10-Oct,T
Carbaryl,CB4856,ECA36,0.946312754,0.048822346,-1.099644939,0.271582,10-Oct,F
Carbaryl,CB4856,ECA396,1.86602766,0.126954099,6.821580934,<< 0.00001,10-Oct,T
Carbaryl,CB4856,MY16,1.670792029,0.108815375,6.164496793,<< 0.00001,10-Oct,T
Carbaryl,CB4856,N2,0.966145778,0.050541237,-0.669833672,0.503019,10-Oct,F
Carbaryl,CB4856,RC301,1.319403881,0.08050014,3.967743167,0.000074,10-Oct,T
Carbaryl,CB4856,XZ1516,1.352579592,0.080978874,4.353970032,0.000014,10-Oct,T
Carbaryl,ECA36,ECA396,1.971893174,0.137061049,7.090950922,<< 0.00001,10-Oct,T
Carbaryl,ECA36,MY16,1.765581222,0.115997087,6.600003862,<< 0.00001,10-Oct,T
Carbaryl,ECA36,N2,1.020958212,0.05143646,0.407458298,0.683703,10-Oct,F
Carbaryl,ECA36,RC301,1.39425774,0.084588632,4.660883265,0.000003,10-Oct,T
Carbaryl,ECA36,XZ1516,1.429315611,0.086442044,4.966513854,0.000001,10-Oct,T
Carbaryl,ECA396,MY16,0.895373667,0.069962544,-1.495462107,0.134907,10-Oct,F
Carbaryl,ECA396,N2,0.517755336,0.036341389,-13.26984688,<< 0.00001,10-Oct,T
Carbaryl,ECA396,RC301,0.707065554,0.053399298,-5.485735901,<< 0.00001,10-Oct,T
Carbaryl,ECA396,XZ1516,0.724844342,0.053688198,-5.125067837,<< 0.00001,10-Oct,T
Carbaryl,MY16,N2,0.578256157,0.038312022,-11.00813321,<< 0.00001,10-Oct,T
Carbaryl,MY16,RC301,0.78968768,0.057312141,-3.669594532,0.000247,10-Oct,T
Carbaryl,MY16,XZ1516,0.809543958,0.057946464,-3.286758637,0.001026,10-Oct,T
Carbaryl,N2,RC301,1.365636441,0.083465105,4.380710262,0.000012,10-Oct,T
Carbaryl,N2,XZ1516,1.399974645,0.085541898,4.675774711,0.000003,10-Oct,T
Carbaryl,RC301,XZ1516,1.02514447,0.069824609,0.360108994,0.718793,10-Oct,F
Carboxin,CB4855,CB4856,1.272405912,0.118163102,2.305338198,0.021217,10-Oct,T
Carboxin,CB4855,ECA36,0.810918118,0.06622083,-2.855323372,0.004329,10-Oct,T
Carboxin,CB4855,ECA396,1.224515304,0.114121426,1.967337003,0.049238,10-Oct,T
Carboxin,CB4855,MY16,1.420149739,0.138690541,3.029404435,0.002472,10-Oct,T
Carboxin,CB4855,N2,0.911013531,0.07719234,-1.152788851,0.24909,10-Oct,F
Carboxin,CB4855,RC301,1.372922503,0.134319499,2.776383968,0.005531,10-Oct,T
Carboxin,CB4855,XZ1516,1.050342347,0.09403918,0.535333755,0.592459,10-Oct,F
Carboxin,CB4856,ECA36,0.637310869,0.056210465,-6.45234171,<< 0.00001,10-Oct,T
Carboxin,CB4856,ECA396,0.962362161,0.093684112,-0.401752634,0.687895,10-Oct,F
Carboxin,CB4856,MY16,1.116113754,0.114013538,1.018420758,0.308561,10-Oct,F
Carboxin,CB4856,N2,0.715977128,0.06615249,-4.293456996,0.000018,10-Oct,T
Carboxin,CB4856,RC301,1.078997268,0.110380226,0.715683155,0.474244,10-Oct,F
Carboxin,CB4856,XZ1516,0.825477418,0.079269242,-2.201643125,0.027768,10-Oct,T
Carboxin,ECA36,ECA396,1.510035696,0.131378364,3.882189416,0.000106,10-Oct,T
Carboxin,ECA36,MY16,1.751286237,0.162196493,4.631951168,0.000004,10-Oct,T
Carboxin,ECA36,N2,1.123434674,0.091035274,1.355899407,0.175235,10-Oct,F
Carboxin,ECA36,RC301,1.693047021,0.156931059,4.416251466,0.00001,10-Oct,T
Carboxin,ECA36,XZ1516,1.295250808,0.110533013,2.671154981,0.007601,10-Oct,T
Carboxin,ECA396,MY16,1.159764794,0.116436217,1.372122851,0.170129,10-Oct,F
Carboxin,ECA396,N2,0.743978885,0.069440821,-3.686896408,0.000231,10-Oct,T
Carboxin,ECA396,RC301,1.121196688,0.112602195,1.076326157,0.281869,10-Oct,F
Carboxin,ECA396,XZ1516,0.857761715,0.082340303,-1.727444263,0.084192,10-Oct,F
Carboxin,MY16,N2,0.641491179,0.062552691,-5.7313093,<< 0.00001,10-Oct,T
Carboxin,MY16,RC301,0.96674489,0.102054433,-0.325856591,0.744556,10-Oct,F
Carboxin,MY16,XZ1516,0.739599719,0.07431884,-3.503825954,0.000465,10-Oct,T
Carboxin,N2,RC301,1.507027565,0.147250428,3.443301142,0.000583,10-Oct,T
Carboxin,N2,XZ1516,1.152938252,0.10222839,1.496044801,0.134749,10-Oct,F
Carboxin,RC301,XZ1516,0.76504125,0.076999554,-3.051430004,0.002298,10-Oct,T
Chlorpyrifos,CB4855,CB4856,1.240018827,0.09700738,2.474232651,0.013426,10-Oct,T
Chlorpyrifos,CB4855,ECA36,1.251884092,0.092014058,2.737452278,0.006241,10-Oct,T
Chlorpyrifos,CB4855,ECA396,2.241687151,0.191433135,6.486270802,<< 0.00001,10-Oct,T
Chlorpyrifos,CB4855,MY16,2.196118841,0.192261303,6.221318724,<< 0.00001,10-Oct,T
Chlorpyrifos,CB4855,N2,3.085172283,0.285925074,7.292722714,<< 0.00001,10-Oct,T
Chlorpyrifos,CB4855,RC301,1.315070023,0.104837406,3.005320679,0.002682,10-Oct,T
Chlorpyrifos,CB4855,XZ1516,0.689008152,0.045971669,-6.764858781,<< 0.00001,10-Oct,T
Chlorpyrifos,CB4856,ECA36,1.009568617,0.080154714,0.119376851,0.904987,10-Oct,F
Chlorpyrifos,CB4856,ECA396,1.807784771,0.162762345,4.96297085,0.000001,10-Oct,T
Chlorpyrifos,CB4856,MY16,1.771036692,0.162811618,4.735759652,0.000002,10-Oct,T
Chlorpyrifos,CB4856,N2,2.488004388,0.240766389,6.180282863,<< 0.00001,10-Oct,T
Chlorpyrifos,CB4856,RC301,1.060524239,0.090021361,0.672331972,0.501442,10-Oct,F
Chlorpyrifos,CB4856,XZ1516,0.555643299,0.041289408,-10.7620021,<< 0.00001,10-Oct,T
Chlorpyrifos,ECA36,ECA396,1.79065072,0.153919721,5.13677335,<< 0.00001,10-Oct,T
Chlorpyrifos,ECA36,MY16,1.754250936,0.154551197,4.8802659,0.000001,10-Oct,T
Chlorpyrifos,ECA36,N2,2.464423265,0.229838375,6.37153507,<< 0.00001,10-Oct,T
Chlorpyrifos,ECA36,RC301,1.050472668,0.084377035,0.59818016,0.54978,10-Oct,F
Chlorpyrifos,ECA36,XZ1516,0.550376953,0.037050138,-12.13552964,<< 0.00001,10-Oct,T
Chlorpyrifos,ECA396,MY16,0.979672315,0.0954457,-0.212976434,0.831365,10-Oct,F
Chlorpyrifos,ECA396,N2,1.376272457,0.140360763,2.680752428,0.007399,10-Oct,T
Chlorpyrifos,ECA396,RC301,0.586642977,0.053332743,-7.750529991,<< 0.00001,10-Oct,T
Chlorpyrifos,ECA396,XZ1516,0.307361423,0.025061849,-27.63717035,<< 0.00001,10-Oct,T
Chlorpyrifos,MY16,N2,1.404829386,0.145514839,2.782048818,0.005447,10-Oct,T
Chlorpyrifos,MY16,RC301,0.59881551,0.055560296,-7.220704658,<< 0.00001,10-Oct,T
Chlorpyrifos,MY16,XZ1516,0.31373901,0.026318078,-26.07564987,<< 0.00001,10-Oct,T
Chlorpyrifos,N2,RC301,0.426254971,0.041596063,-13.79325319,<< 0.00001,10-Oct,T
Chlorpyrifos,N2,XZ1516,0.223328906,0.019951366,-38.9282163,<< 0.00001,10-Oct,T
Chlorpyrifos,RC301,XZ1516,0.523932673,0.039526241,-12.04433601,<< 0.00001,10-Oct,T
Lead(II) nitrate,CB4855,CB4856,1.324295709,0.146360203,2.21573694,0.026804,10-Oct,T
Lead(II) nitrate,CB4855,ECA36,0.367323866,0.0326855,-19.35647742,<< 0.00001,10-Oct,T
Lead(II) nitrate,CB4855,ECA396,0.755166039,0.075980107,-3.222342931,0.001289,10-Oct,T
Lead(II) nitrate,CB4855,MY16,1.144923864,0.122310708,1.184882886,0.236182,10-Oct,F
Lead(II) nitrate,CB4855,N2,0.373302229,0.034900367,-17.95676717,<< 0.00001,10-Oct,T
Lead(II) nitrate,CB4855,RC301,0.703582016,0.070620916,-4.197311505,0.000028,10-Oct,T
Lead(II) nitrate,CB4855,XZ1516,0.361020927,0.032281843,-19.79376057,<< 0.00001,10-Oct,T
Lead(II) nitrate,CB4856,ECA36,0.277372994,0.027245447,-26.52285394,<< 0.00001,10-Oct,T
Lead(II) nitrate,CB4856,ECA396,0.570239739,0.061301497,-7.010599766,<< 0.00001,10-Oct,T
Lead(II) nitrate,CB4856,MY16,0.864553027,0.09785576,-1.384149205,0.166443,10-Oct,F
Lead(II) nitrate,CB4856,N2,0.281887366,0.028704383,-25.01752588,<< 0.00001,10-Oct,T
Lead(II) nitrate,CB4856,RC301,0.531287696,0.056965081,-8.228063468,<< 0.00001,10-Oct,T
Lead(II) nitrate,CB4856,XZ1516,0.272613529,0.026846203,-27.09457573,<< 0.00001,10-Oct,T
Lead(II) nitrate,ECA36,ECA396,2.055858898,0.173564804,6.083369876,<< 0.00001,10-Oct,T
Lead(II) nitrate,ECA36,MY16,3.116932956,0.289018772,7.324551771,<< 0.00001,10-Oct,T
Lead(II) nitrate,ECA36,N2,1.016275456,0.070104,0.232161584,0.816433,10-Oct,F
Lead(II) nitrate,ECA36,RC301,1.915426906,0.16190974,5.653933503,<< 0.00001,10-Oct,T
Lead(II) nitrate,ECA36,XZ1516,0.982840922,0.059397026,-0.288887837,0.772692,10-Oct,F
Lead(II) nitrate,ECA396,MY16,1.516122025,0.157047343,3.286410434,0.001029,10-Oct,T
Lead(II) nitrate,ECA396,N2,0.494331326,0.044037294,-11.48273713,<< 0.00001,10-Oct,T
Lead(II) nitrate,ECA396,RC301,0.931691814,0.090228602,-0.757056907,0.449091,10-Oct,F
Lead(II) nitrate,ECA396,XZ1516,0.478068277,0.040814976,-12.78775022,<< 0.00001,10-Oct,T
Lead(II) nitrate,MY16,N2,0.326049828,0.031599887,-21.32761349,<< 0.00001,10-Oct,T
Lead(II) nitrate,MY16,RC301,0.614522973,0.063524428,-6.068169986,<< 0.00001,10-Oct,T
Lead(II) nitrate,MY16,XZ1516,0.315323087,0.029373099,-23.30965887,<< 0.00001,10-Oct,T
Lead(II) nitrate,N2,RC301,1.884751713,0.168295424,5.25713471,<< 0.00001,10-Oct,T
Lead(II) nitrate,N2,XZ1516,0.967100914,0.068285538,-0.481787028,0.630002,10-Oct,F
Lead(II) nitrate,RC301,XZ1516,0.513118469,0.043662117,-11.15112047,<< 0.00001,10-Oct,T
"2,4-D",CB4855,CB4856,0.763186924,0.02674484,-8.854533182,<< 0.00001,10-Oct,T
"2,4-D",CB4855,ECA36,0.891924472,0.032595592,-3.315648526,0.000922,10-Oct,T
"2,4-D",CB4855,ECA396,1.385147925,0.060694293,6.345702444,<< 0.00001,10-Oct,T
"2,4-D",CB4855,MY16,0.971699771,0.035049826,-0.807428501,0.419467,10-Oct,F
"2,4-D",CB4855,N2,1.177981591,0.046577079,3.821226959,0.000135,10-Oct,T
"2,4-D",CB4855,RC301,1.045898517,0.039011237,1.176546054,0.239446,10-Oct,F
"2,4-D",CB4855,XZ1516,0.808592458,0.027684485,-6.913892201,<< 0.00001,10-Oct,T
"2,4-D",CB4856,ECA36,1.168684164,0.038155787,4.420932677,0.00001,10-Oct,T
"2,4-D",CB4856,ECA396,1.814952382,0.074030296,11.00836312,<< 0.00001,10-Oct,T
"2,4-D",CB4856,MY16,1.273213339,0.041002423,6.663346185,<< 0.00001,10-Oct,T
"2,4-D",CB4856,N2,1.543503373,0.05574111,9.750494276,<< 0.00001,10-Oct,T
"2,4-D",CB4856,RC301,1.370435584,0.045966204,8.05886834,<< 0.00001,10-Oct,T
"2,4-D",CB4856,XZ1516,1.059494645,0.03174142,1.8743536,0.060954,10-Oct,F
"2,4-D",ECA36,ECA396,1.552987914,0.065259419,8.473687342,<< 0.00001,10-Oct,T
"2,4-D",ECA36,MY16,1.089441765,0.036803028,2.430282767,0.01513,10-Oct,T
"2,4-D",ECA36,N2,1.320718994,0.049530795,6.475143234,<< 0.00001,10-Oct,T
"2,4-D",ECA36,RC301,1.17263126,0.041162733,4.193872672,0.000028,10-Oct,T
"2,4-D",ECA36,XZ1516,0.906570549,0.028798969,-3.244194304,0.001187,10-Oct,T
"2,4-D",ECA396,MY16,0.701513357,0.02909097,-10.26045703,<< 0.00001,10-Oct,T
"2,4-D",ECA396,N2,0.850437394,0.037581011,-3.979738791,0.00007,10-Oct,T
"2,4-D",ECA396,RC301,0.755080738,0.032031253,-7.646259291,<< 0.00001,10-Oct,T
"2,4-D",ECA396,XZ1516,0.583758921,0.023492883,-17.71775215,<< 0.00001,10-Oct,T
"2,4-D",MY16,N2,1.212289666,0.044780543,4.740667476,0.000002,10-Oct,T
"2,4-D",MY16,RC301,1.076359744,0.037213234,2.051951334,0.040239,10-Oct,T
"2,4-D",MY16,XZ1516,0.832142275,0.026050953,-6.44343891,<< 0.00001,10-Oct,T
"2,4-D",N2,RC301,0.887873397,0.033811339,-3.316242637,0.00092,10-Oct,T
"2,4-D",N2,XZ1516,0.686421982,0.024299463,-12.90473056,<< 0.00001,10-Oct,T
"2,4-D",RC301,XZ1516,0.77310795,0.025323348,-8.959796586,<< 0.00001,10-Oct,T
Chlorothalonil,CB4855,CB4856,1.351802348,0.088026108,3.996568225,0.000066,10-Oct,T
Chlorothalonil,CB4855,ECA36,1.029695866,0.065652961,0.45231571,0.651075,10-Oct,F
Chlorothalonil,CB4855,ECA396,1.920822707,0.123814298,7.437127405,<< 0.00001,10-Oct,T
Chlorothalonil,CB4855,MY16,1.046205458,0.06372294,0.725099289,0.468449,10-Oct,F
Chlorothalonil,CB4855,N2,1.7730763,0.117390396,6.585515715,<< 0.00001,10-Oct,T
Chlorothalonil,CB4855,RC301,1.111084816,0.070612274,1.573165831,0.115788,10-Oct,F
Chlorothalonil,CB4855,XZ1516,1.139379352,0.071345227,1.953590418,0.050845,10-Oct,F
Chlorothalonil,CB4856,ECA36,0.761720726,0.047120888,-5.056765311,<< 0.00001,10-Oct,T
Chlorothalonil,CB4856,ECA396,1.420934584,0.087979578,4.784457881,0.000002,10-Oct,T
Chlorothalonil,CB4856,MY16,0.773933748,0.045691055,-4.94771349,0.000001,10-Oct,T
Chlorothalonil,CB4856,N2,1.311638719,0.083166121,3.747183511,0.000182,10-Oct,T
Chlorothalonil,CB4856,RC301,0.821928456,0.050575023,-3.520938484,0.000437,10-Oct,T
Chlorothalonil,CB4856,XZ1516,0.842859427,0.050962231,-3.083471258,0.002065,10-Oct,T
Chlorothalonil,ECA36,ECA396,1.865427231,0.113930941,7.596068504,<< 0.00001,10-Oct,T
Chlorothalonil,ECA36,MY16,1.016033465,0.058610091,0.273561512,0.784441,10-Oct,F
Chlorothalonil,ECA36,N2,1.721941749,0.108094811,6.67878266,<< 0.00001,10-Oct,T
Chlorothalonil,ECA36,RC301,1.079041738,0.065140975,1.213395071,0.225076,10-Oct,F
Chlorothalonil,ECA36,XZ1516,1.106520274,0.065657037,1.622374073,0.104831,10-Oct,F
Chlorothalonil,ECA396,MY16,0.544665291,0.031720679,-14.35450707,<< 0.00001,10-Oct,T
Chlorothalonil,ECA396,N2,0.923081705,0.057601982,-1.335341109,0.181868,10-Oct,F
Chlorothalonil,ECA396,RC301,0.57844215,0.035120262,-12.00326615,<< 0.00001,10-Oct,T
Chlorothalonil,ECA396,XZ1516,0.593172575,0.035352839,-11.50763103,<< 0.00001,10-Oct,T
Chlorothalonil,MY16,N2,1.694768734,0.101810017,6.824168696,<< 0.00001,10-Oct,T
Chlorothalonil,MY16,RC301,1.062013974,0.060981669,1.016928121,0.309271,10-Oct,F
Chlorothalonil,MY16,XZ1516,1.089058887,0.061363469,1.451333972,0.146794,10-Oct,F
Chlorothalonil,N2,RC301,0.626642416,0.039086791,-9.552014306,<< 0.00001,10-Oct,T
Chlorothalonil,N2,XZ1516,0.642600294,0.039365243,-9.079067716,<< 0.00001,10-Oct,T
Chlorothalonil,RC301,XZ1516,1.025465685,0.060535165,0.420675894,0.674023,10-Oct,F
Propoxur,CB4855,CB4856,1.205490754,0.203070205,1.011919762,0.311669,10-Oct,F
Propoxur,CB4855,ECA36,2.649316913,0.52309257,3.153011545,0.001634,10-Oct,T
Propoxur,CB4855,ECA396,1.512193427,0.265112985,1.931981666,0.053469,10-Oct,F
Propoxur,CB4855,MY16,2.020710707,0.375636498,2.717283099,0.006625,10-Oct,T
Propoxur,CB4855,N2,2.002535001,0.373203608,2.686295038,0.00727,10-Oct,T
Propoxur,CB4855,RC301,3.063028302,0.623896567,3.306683209,0.000957,10-Oct,T
Propoxur,CB4855,XZ1516,2.320870664,0.451059362,2.928374348,0.003437,10-Oct,T
Propoxur,CB4856,ECA36,2.197708199,0.413129676,2.899109576,0.003773,10-Oct,T
Propoxur,CB4856,ECA396,1.254421424,0.208511437,1.220179702,0.222506,10-Oct,F
Propoxur,CB4856,MY16,1.676255667,0.294514557,2.296170601,0.021744,10-Oct,T
Propoxur,CB4856,N2,1.661178234,0.297022715,2.226019092,0.026097,10-Oct,T
Propoxur,CB4856,RC301,2.540897384,0.491155627,3.137289484,0.001724,10-Oct,T
Propoxur,CB4856,XZ1516,1.925249661,0.355361851,2.603683142,0.009275,10-Oct,T
Propoxur,ECA36,ECA396,0.57078616,0.111099948,-3.86331269,0.000115,10-Oct,T
Propoxur,ECA36,MY16,0.76272895,0.154469763,-1.536035569,0.12465,10-Oct,F
Propoxur,ECA36,N2,0.755868425,0.155011507,-1.574925505,0.115394,10-Oct,F
Propoxur,ECA36,RC301,1.156157758,0.251370994,0.621224252,0.534506,10-Oct,F
Propoxur,ECA36,XZ1516,0.876026063,0.183985042,-0.673826177,0.500481,10-Oct,F
Propoxur,ECA396,MY16,1.336277933,0.244712689,1.374174482,0.169504,10-Oct,F
Propoxur,ECA396,N2,1.324258501,0.244613466,1.325595463,0.185089,10-Oct,F
Propoxur,ECA396,RC301,2.025553244,0.405722005,2.527723987,0.011538,10-Oct,T
Propoxur,ECA396,XZ1516,1.53477103,0.293952559,1.819242644,0.068988,10-Oct,F
Propoxur,MY16,N2,0.99100529,0.192685889,-0.046680687,0.962771,10-Oct,F
Propoxur,MY16,RC301,1.515817326,0.314146389,1.641964844,0.100717,10-Oct,F
Propoxur,MY16,XZ1516,1.148541776,0.229079331,0.648429412,0.516764,10-Oct,F
Propoxur,N2,RC301,1.529575413,0.322554786,1.641815394,0.100748,10-Oct,F
